"ID","Text","Language","Type","Author Name","Author Username","View Count","Reply Count","Retweet Count","Quote Count","Favorite Count","Bookmark Count","Created At","Tweet URL","Source","hashtags","urls","media_type","media_urls"
"2004012442427277591","Merry Christmas to all, including the Radical Left Scum that is doing everything possible to destroy our Country, but are failing badly. We no longer have Open Borders, Men in Women’s Sports, Transgender for Everyone, or Weak Law Enforcement. What we do have is a Record Stock Market and 401K’s, Lowest Crime numbers in decades, No Inflation, and yesterday, a 4.3 GDP, two points better than expected. Tariffs have given us Trillions of Dollars in Growth and Prosperity, and the strongest National Security we have ever had. We are respected again, perhaps like never before. God Bless America!!! President DJT","en","Tweet","Donald J. Trump","realDonaldTrump","83597117","109739","87493","11865","794938","28324","2025-12-25 10:12:53","https://x.com/realDonaldTrump/status/2004012442427277591","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2003565251816554746","THE TRUMP KENNEDY CENTER HONORS will be broadcast tonight, on CBS, and Stream on Paramount+. Tune in at 8 P.M. EST! At the request of the Board, and just about everybody else in America, I am hosting the event. Tell me what you think of my “Master of Ceremony” abilities. If really good, would you like me to leave the Presidency in order to make “hosting” a full time job? We will be honoring true GREATS in the History of Entertainment: Sylvester Stallone, Michael Crawford, KISS, George Strait, and Gloria Gaynor.","en","Tweet","Donald J. Trump","realDonaldTrump","52566777","30227","21322","2211","164077","6062","2025-12-24 04:35:55","https://x.com/realDonaldTrump/status/2003565251816554746","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"1995898845134303294","I am asking all America First Patriots in Tennessee’s 7th Congressional District to please GET OUT AND VOTE for a phenomenal Candidate and MAGA Warrior, Matt Van Epps! You can win this Election for Matt, who has my Complete and Total Endorsement. HE WILL BE A GREAT CONGRESSMAN and, unlike his Opponent, he cherishes Christianity and Country Music — She has openly stated that she hates them both!
 
TN-07: Polls close at 7:00 P.M. IF YOU ARE IN LINE BY 7 P.M., STAY IN LINE, AND THEY MUST LET YOU VOTE. GET OUT AND VOTE, VOTE, VOTE FOR MATT VAN EPPS — HE WILL NEVER LET YOU DOWN!
 
Find your voting location and hours at: https://t.co/saCiO9NLKx","en","Tweet","Donald J. Trump","realDonaldTrump","39204810","33662","29603","1174","153068","2907","2025-12-03 00:52:21","https://x.com/realDonaldTrump/status/1995898845134303294","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"1995676855651664182","I am asking all America First Patriots in Tennessee’s 7th Congressional District to please GET OUT AND VOTE TOMORROW for a phenomenal Candidate, Matt Van Epps, on Election Day, Tuesday, December 2nd! You can win this Election for MAGA Warrior Matt Van Epps, who has my Complete and Total Endorsement. HE WILL BE A GREAT CONGRESSMAN and, unlike his Opponent, he cherishes Christianity and Country Music — She has openly stated that she hates them both!
 
TN-07: Polls open in all Counties no later than 9:00 A.M., but some open as early as 7:00 A.M. Polls close at 7:00 P.M. IF YOU ARE IN LINE BY 7 P.M., STAY IN LINE, AND THEY MUST LET YOU VOTE! Election Day is TOMORROW, December 2nd. GET OUT AND VOTE, VOTE, VOTE FOR MATT VAN EPPS — HE WILL NEVER LET YOU DOWN!
 
Find your voting location and hours at:
https://t.co/saCiO9NLKx","en","Tweet","Donald J. Trump","realDonaldTrump","31901998","16928","33907","1256","162147","2804","2025-12-02 10:10:14","https://x.com/realDonaldTrump/status/1995676855651664182","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"1994760100376891748","To all Airlines, Pilots, Drug Dealers, and Human Traffickers, please consider THE AIRSPACE ABOVE AND SURROUNDING VENEZUELA TO BE CLOSED IN ITS ENTIRETY. Thank you for your attention to this matter! PRESIDENT DONALD J. TRUMP","en","Tweet","Donald J. Trump","realDonaldTrump","93569076","39224","75835","13603","587973","22035","2025-11-29 21:27:23","https://x.com/realDonaldTrump/status/1994760100376891748","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"1994438728237064270","The United States did not attend the G20 in South Africa, because the South African Government refuses to acknowledge or address the horrific Human Right Abuses endured by Afrikaners, and other descendants of Dutch, French, and German settlers. To put it more bluntly, they are killing white people, and randomly allowing their farms to be taken from them. Perhaps, worst of all, the soon to be out of business New York Times and the Fake News Media won’t issue a word against this genocide. That’s why all the Liars and Pretenders of the Radical Left Media are going out of business! At the conclusion of the G20, South Africa refused to hand off the G20 Presidency to a Senior Representative from our U.S. Embassy, who attended the Closing Ceremony. Therefore, at my direction, South Africa will NOT be receiving an invitation to the 2026 G20, which will be hosted in the Great City of Miami, Florida next year. South Africa has demonstrated to the World they are not a country worthy of Membership anywhere, and we are going to stop all payments and subsidies to them, effective immediately. Thank you for your attention to this matter!","en","Tweet","Donald J. Trump","realDonaldTrump","68370010","38341","74829","8607","520263","23278","2025-11-29 00:10:22","https://x.com/realDonaldTrump/status/1994438728237064270","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"1994438342403141889","Democracy is on trial in the coming Elections in the beautiful country of Honduras on November 30th. Will Maduro and his Narcoterrorists take over another country like they have taken over Cuba, Nicaragua, and Venezuela? The man who is standing up for Democracy, and fighting against Maduro, is Tito Asfura, the Presidential Candidate of the National Party. Tito was the highly successful Mayor of Tegucigalpa where he brought running water to millions, and paved hundreds of kilometers of roads. His chief opponent is Rixi Moncada, who says Fidel Castro is her idol. Normally, the smart people of Honduras, would reject her, and elect Tito Asfura, but the Communists are trying to trick the people by running a third Candidate, Salvador Nasralla. Nasralla is no friend of Freedom. A borderline Communist, he helped Xiomara Castro by running as her Vice President. He won, and helped Castro win. Then he resigned, and is now pretending to be an anti-Communist only for the purposes of splitting Asfura’s vote. The people of Honduras must not be tricked again. The only real friend of Freedom in Honduras is Tito Asfura. Tito and I can work together to fight the Narcocommunists, and bring needed aid to the people of Honduras. I cannot work with Moncada and the Communists, and Nasralla is not a reliable partner for Freedom, and cannot be trusted. I hope the people of Honduras vote for Freedom and Democracy, and elect Tito Asfura, President!","en","Tweet","Donald J. Trump","realDonaldTrump","38213628","13984","31874","2117","197371","6277","2025-11-29 00:08:50","https://x.com/realDonaldTrump/status/1994438342403141889","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"1994272683387687053","A very Happy Thanksgiving salutation to all of our Great American Citizens and Patriots who have been so nice in allowing our Country to be divided, disrupted, carved up, murdered, beaten, mugged, and laughed at, along with certain other foolish countries throughout the World, for being “Politically Correct,” and just plain STUPID, when it comes to Immigration. The official United States Foreign population stands at 53 million people (Census), most of which are on welfare, from failed nations, or from prisons, mental institutions, gangs, or drug cartels. They and their children are supported through massive payments from Patriotic American Citizens who, because of their beautiful hearts, do not want to openly complain or cause trouble in any way, shape, or form. They put up with what has happened to our Country, but it’s eating them alive to do so! A migrant earning $30,000 with a green card will get roughly $50,000 in yearly benefits for their family. The real migrant population is much higher. This refugee burden is the leading cause of social dysfunction in America, something that did not exist after World War II (Failed schools, high crime, urban decay, overcrowded hospitals, housing shortages, and large deficits, etc.). As an example, hundreds of thousands of refugees from Somalia are completely taking over the once great State of Minnesota. Somalian gangs are roving the streets looking for “prey” as our wonderful people stay locked in their apartments and houses hoping against hope that they will be left alone. The seriously retarded Governor of Minnesota, Tim Walz, does nothing, either through fear, incompetence, or both, while the worst “Congressman/woman” in our Country, Ilhan Omar, always wrapped in her swaddling hijab, and who probably came into the U.S.A. illegally in that you are not allowed to marry your brother, does nothing but hatefully complain about our Country, its Constitution, and how “badly” she is treated, when her place of origin is a decadent, backward, and crime ridden nation, which is essentially not even a country for lack of Government, Military, Police, schools, etc. Even as we have progressed technologically, Immigration Policy has eroded those gains and living conditions for many. I will permanently pause migration from all Third World Countries to allow the U.S. system to fully recover, terminate all of the millions of Biden illegal admissions, including those signed by Sleepy Joe Biden’s Autopen, and remove anyone who is not a net asset to the United States, or is incapable of loving our Country, end all Federal benefits and subsidies to noncitizens of our Country, denaturalize migrants who undermine domestic tranquility, and deport any Foreign National who is a public charge, security risk, or non-compatible with Western Civilization. These goals will be pursued with the aim of achieving a major reduction in illegal and disruptive populations, including those admitted through an unauthorized and illegal Autopen approval process. Only REVERSE MIGRATION can fully cure this situation. Other than that, HAPPY THANKSGIVING TO ALL, except those that hate, steal, murder, and destroy everything that America stands for — You won’t be here for long!","en","Tweet","Donald J. Trump","realDonaldTrump","86509683","41667","80351","13295","538631","44441","2025-11-28 13:10:34","https://x.com/realDonaldTrump/status/1994272683387687053","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"1993801758326616561","https://t.co/oQK0HLgf88","zxx","Tweet","Donald J. Trump","realDonaldTrump","54046784","24835","51499","2362","427544","8616","2025-11-27 05:59:16","https://x.com/realDonaldTrump/status/1993801758326616561","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","photo","https://pbs.twimg.com/media/G6toIexXAAAuXuy.jpg"
"1993469230528790869","I am asking all America First Patriots in Tennessee’s 7th Congressional District, who haven’t voted yet, to please GET OUT AND VOTE for MAGA Warrior Matt Van Epps, tomorrow, November 26th, the last day to vote early in person. You can win this Election for Matt! PLEASE VOTE FOR MATT VAN EPPS, who has my Complete and Total Endorsement. Polls close at 12 P.M. NOON in most of TN-07, and every vote counts. IF YOU ARE IN LINE BY 12 P.M., STAY IN LINE, AND THEY MUST LET YOU VOTE! TN-07: Early Voting ends November 26th, and Election Day is December 2nd. GET OUT AND VOTE FOR MATT VAN EPPS — HE WILL NEVER LET YOU DOWN!
 
Find your Early Voting location at: https://t.co/saCiO9NLKx","en","Tweet","Donald J. Trump","realDonaldTrump","25810050","16677","37365","1431","164543","3357","2025-11-26 07:57:56","https://x.com/realDonaldTrump/status/1993469230528790869","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"1977042287533125837","I had an amazing time filming with my Grandpa to kick off my new series called 1 on 1 with Kai. In the video, everyone gets to see the bond we have, especially on the golf course. This is my favorite video I have filmed so far and holds a lot of meaning to me. I hope you enjoy this very special video. Out now on YouTube! 
https://t.co/uufCTwbO74","en","Retweet","Kai Trump","kaitrump","20478896","23492","17036","938","141308","5068","2025-10-12 00:03:07","https://x.com/kaitrump/status/1977042287533125837","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","photo","https://pbs.twimg.com/media/G2_derzWAAEnAOE.jpg
https://pbs.twimg.com/media/G2_der1XoAAK-Bj.jpg
https://pbs.twimg.com/media/G2_derwWYAEBsv-.jpg
https://pbs.twimg.com/media/G2_deryWgAAHVfF.jpg"
"1978148814776046046","Don’t forget to get a copy of my son Eric’s book, “UNDER SIEGE,” which is breaking records everywhere. It’s a phenomenal book, that’s a must read for everyone—Congratulations Eric, you deserve it!!! https://t.co/na0jBJ1nxp https://t.co/jUtJ6xrP5P","en","Tweet","Donald J. Trump","realDonaldTrump","48212851","77786","50804","5494","381030","9457","2025-10-15 01:20:04","https://x.com/realDonaldTrump/status/1978148814776046046","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","https://a.co/d/7oPyLF5","photo","https://pbs.twimg.com/media/G3PL3OzXoAEjS8T.jpg"
"1977928905169269143","https://t.co/08KV4EtQDZ","zxx","Tweet","Donald J. Trump","realDonaldTrump","31491494","51046","54954","2735","386387","16941","2025-10-14 10:46:13","https://x.com/realDonaldTrump/status/1977928905169269143","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/1977907122160451584/vid/avc1/1280x562/nXu4nZNTy51k1Ybq.mp4?tag=21"
"1977233745997381756","I am pleased to announce that the great Dan Scavino, in addition to remaining Deputy Chief of Staff of the Trump Administration, will head the White House Presidential Personnel Office, replacing Sergio Gor, who did a wonderful job in that position, and will now become the Ambassador to India. Dan will be responsible for the selection and appointment of almost all positions in government, a very big and important position. Congratulations Dan, you will do a fantastic job!!! President DJT","en","Tweet","Donald J. Trump","realDonaldTrump","50143108","20137","39887","2030","329157","8054","2025-10-12 12:43:54","https://x.com/realDonaldTrump/status/1977233745997381756","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"1973954507001507920","https://t.co/BlX7O7Idjj","zxx","Tweet","Donald J. Trump","realDonaldTrump","34940271","22395","54117","4469","315062","25761","2025-10-03 11:33:23","https://x.com/realDonaldTrump/status/1973954507001507920","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/1973954438642421760/vid/avc1/720x1280/XNbxlt2mNH4KkSb0.mp4?tag=21"
"1973953812517040164","https://t.co/na2ivYVFoT","zxx","Tweet","Donald J. Trump","realDonaldTrump","78468975","46664","50818","5081","478670","19874","2025-10-03 11:30:37","https://x.com/realDonaldTrump/status/1973953812517040164","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/1973953761417547776/vid/avc1/694x560/IPsb2cZfj20-B2w9.mp4?tag=21"
"1973221986429222933","It was great being with King Charles, Queen Camilla, and the Royal Family! https://t.co/XFxJAH7aF2","en","Tweet","Donald J. Trump","realDonaldTrump","45676045","19362","30940","1929","409814","9908","2025-10-01 11:02:36","https://x.com/realDonaldTrump/status/1973221986429222933","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","photo","https://pbs.twimg.com/media/G2JK8DdXMAEUKDp.jpg
https://pbs.twimg.com/media/G2JK8DmWAAAIy8e.jpg
https://pbs.twimg.com/media/G2JK8DdXwAE5adc.jpg
https://pbs.twimg.com/media/G2JK8DrXgAAtbsi.jpg"
"1973221796427211262","Yes, I’m watching. Congratulations! https://t.co/3iN3YnTUnn","en","Tweet","Donald J. Trump","realDonaldTrump","34801710","14772","30999","1119","491135","10385","2025-10-01 11:01:51","https://x.com/realDonaldTrump/status/1973221796427211262","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/1973221716621991936/vid/avc1/2160x3840/gi0IZvwpPSk1F9cq.mp4?tag=21"
"1973221572585595221","https://t.co/NNNumraCkN","zxx","Tweet","Donald J. Trump","realDonaldTrump","65642114","13352","37008","2487","442578","14786","2025-10-01 11:00:58","https://x.com/realDonaldTrump/status/1973221572585595221","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","photo","https://pbs.twimg.com/media/G2JKkCOWoAAJCh0.jpg"
"1973218687831384293","https://t.co/AdZzv7LJLt","zxx","Tweet","Donald J. Trump","realDonaldTrump","33592618","11487","28543","1723","264105","6165","2025-10-01 10:49:30","https://x.com/realDonaldTrump/status/1973218687831384293","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","photo","https://pbs.twimg.com/media/G2JH8HVXsAA1wyz.jpg"
"1973218518893207825","https://t.co/2yyuRkm9r8","zxx","Tweet","Donald J. Trump","realDonaldTrump","30670677","21370","46572","5419","270566","17297","2025-10-01 10:48:50","https://x.com/realDonaldTrump/status/1973218518893207825","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/1973218461577867264/vid/avc1/1080x768/PAEQ4xgmc3nKyQ7j.mp4?tag=21"
"1973218327330955749","What a great couple—Congratulations! President DJT","en","Tweet","Donald J. Trump","realDonaldTrump","62505278","7523","20976","639","277486","9027","2025-10-01 10:48:04","https://x.com/realDonaldTrump/status/1973218327330955749","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"1971001852591550845","She said YES❤️‍🔥💍🙏🇺🇸 https://t.co/BMrWvZbvpN","en","Quoted","Dan Scavino Jr.🇺🇸🦅","DanScavino","67987049","11731","11600","1434","103757","3457","2025-09-25 08:00:35","https://x.com/DanScavino/status/1971001852591550845","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/1971001673515458560/vid/avc1/3840x2026/KXD8XmhJjogOsdRb.mp4?tag=21"
"1972822596397003159","https://t.co/JzQYLShOCt","zxx","Tweet","Donald J. Trump","realDonaldTrump","42477536","37143","79610","10710","454744","33871","2025-09-30 08:35:34","https://x.com/realDonaldTrump/status/1972822596397003159","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/1972822529581445121/vid/avc1/1080x764/8Db9OP7jpE2RnEBN.mp4?tag=21"
"1968134929080082432","https://t.co/gZgTprtUvt","zxx","Tweet","Donald J. Trump","realDonaldTrump","43849984","31333","44109","7721","313531","28575","2025-09-17 10:08:27","https://x.com/realDonaldTrump/status/1968134929080082432","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/1968134864672092160/vid/avc1/1280x720/zVc9n_fVXJt6Pvwn.mp4?tag=21"
"1967654825308590378","MY son Eric’s just out book, “UNDER SIEGE,” immediately went to NUMBER ONE on Amazon. Great going Eric, you deserve it!!! https://t.co/na0jBJ1VmX https://t.co/LBnGcsLMWH","en","Tweet","Donald J. Trump","realDonaldTrump","33553906","32361","48382","2403","336258","8458","2025-09-16 02:20:42","https://x.com/realDonaldTrump/status/1967654825308590378","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","https://a.co/d/7oPyLF5","photo","https://pbs.twimg.com/media/G06DoOyWAAAo777.jpg"
"1966125485894648215","https://t.co/HGH3yQKdO7","zxx","Tweet","Donald J. Trump","realDonaldTrump","27851503","13491","21291","575","160874","4701","2025-09-11 21:03:39","https://x.com/realDonaldTrump/status/1966125485894648215","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","https://x.com/i/broadcasts/1nAKEENWjyeKL","",""
"1965947311718269341","TO MY GREAT FELLOW AMERICANS… https://t.co/oRsrE5TTHr","en","Tweet","Donald J. Trump","realDonaldTrump","158245920","64069","186651","21096","1290692","104368","2025-09-11 09:15:39","https://x.com/realDonaldTrump/status/1965947311718269341","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/1965947142658232320/vid/avc1/1920x1012/Hv7rMAU22bOdXIjP.mp4?tag=21"
"1963790032939933822","https://t.co/uCKSkNF0D3","zxx","Tweet","Donald J. Trump","realDonaldTrump","58010615","47072","46208","7894","435001","16850","2025-09-05 10:23:23","https://x.com/realDonaldTrump/status/1963790032939933822","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/1963789940547817472/vid/avc1/1280x720/IP7UqAvgnCzRERNl.mp4?tag=21"
"1963788861743530185","https://t.co/KBZz0iosQX","zxx","Tweet","Donald J. Trump","realDonaldTrump","45963348","20574","27401","3789","225340","9376","2025-09-05 10:18:44","https://x.com/realDonaldTrump/status/1963788861743530185","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/1963788705132367872/vid/avc1/846x746/_xzGvch67ezrA3Ex.mp4?tag=21"
"1963609005844017347","https://t.co/jauBk37XWF","zxx","Tweet","Donald J. Trump","realDonaldTrump","41737058","18112","47485","5890","406242","21568","2025-09-04 22:24:03","https://x.com/realDonaldTrump/status/1963609005844017347","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/1963608937934082048/vid/avc1/1280x732/fx7-CW_01wGo2sVw.mp4?tag=21"
"1963586403943481687","https://t.co/tIFFgTibCa","zxx","Tweet","Donald J. Trump","realDonaldTrump","37236742","11799","23787","1941","177527","6418","2025-09-04 20:54:15","https://x.com/realDonaldTrump/status/1963586403943481687","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/1963586350826856448/vid/avc1/1010x720/KzYOfegP9lzmDRK1.mp4?tag=21"
"1963585926354923597","https://t.co/IVIHaB3DYr","zxx","Tweet","Donald J. Trump","realDonaldTrump","70498856","21693","34750","5164","269301","14762","2025-09-04 20:52:21","https://x.com/realDonaldTrump/status/1963585926354923597","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/1963585874530033664/vid/avc1/1080x582/QecaqFGwyRZU7OP_.mp4?tag=21"
"1950379902789964153","Due to a massive earthquake that occurred in the Pacific Ocean, a Tsunami Warning is in effect for those living in Hawaii. A Tsunami Watch is in effect for Alaska and the Pacific Coast of the United States. Japan is also in the way. Please visit https://t.co/V5RZFDxYzl for the latest information. STAY STRONG AND STAY SAFE!","en","Tweet","Donald J. Trump","realDonaldTrump","81530624","61877","61347","4499","447645","17114","2025-07-30 10:16:19","https://x.com/realDonaldTrump/status/1950379902789964153","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","https://tsunami.gov/","",""
"1947365170784669754","https://t.co/W4F1joXP8E","zxx","Tweet","Donald J. Trump","realDonaldTrump","46958089","58640","44697","3305","252660","14346","2025-07-22 02:36:51","https://x.com/realDonaldTrump/status/1947365170784669754","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/1947365070855368704/vid/avc1/964x682/e8Ja9heksIYKgV76.mp4?tag=21"
"1945851150948876456","https://t.co/iDGcFKBR9r","zxx","Tweet","Donald J. Trump","realDonaldTrump","32939305","27056","13215","857","79670","3410","2025-07-17 22:20:41","https://x.com/realDonaldTrump/status/1945851150948876456","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","https://truthsocial.com/@realDonaldTrump/114859213229042831","",""
